payment_id,payment_code,order_id,payment_date,payment_method,payment_status,transaction_amount,transaction_reference
42772,PAY042772,42772,2025-01-11,Debit Card,Refunded,54191.82,TXN142772
42773,PAY042773,42773,2025-01-18,UPI,Refunded,38299.2,TXN142773
42774,PAY042774,42774,2023-08-20,Credit Card,Completed,20683.67,TXN142774
42775,PAY042775,42775,2023-07-31,Cash,Completed,8271.63,TXN142775
42776,PAY042776,42776,2024-06-17,Net Banking,Pending,36553.84,TXN142776
42777,PAY042777,42777,2024-02-28,Credit Card,Completed,63153.51,TXN142777
42778,PAY042778,42778,2025-06-09,Net Banking,Completed,54325.52,TXN142778
42779,PAY042779,42779,2025-05-20,UPI,Refunded,72839.03,TXN142779
42780,PAY042780,42780,2025-05-26,UPI,Pending,84273.56,TXN142780
42781,PAY042781,42781,2024-01-23,Cash,Pending,5588.59,TXN142781
42782,PAY042782,42782,2023-01-08,Debit Card,Completed,82248.63,TXN142782
42783,PAY042783,42783,2024-07-16,Cash,Pending,47934.66,TXN142783
42784,PAY042784,42784,2024-05-17,Debit Card,Completed,33987.85,TXN142784
42785,PAY042785,42785,2025-03-06,UPI,Refunded,25635.11,TXN142785
42786,PAY042786,42786,2023-07-21,Net Banking,Pending,62733.19,TXN142786
42787,PAY042787,42787,2025-04-28,UPI,Completed,1202.27,TXN142787
42788,PAY042788,42788,2024-04-08,UPI,Pending,76854.34,TXN142788
42789,PAY042789,42789,2024-10-12,Credit Card,Pending,80109.31,TXN142789
42790,PAY042790,42790,2023-01-04,Debit Card,Pending,58591.41,TXN142790
42791,PAY042791,42791,2023-02-23,UPI,Completed,75567.92,TXN142791
42792,PAY042792,42792,2023-09-17,UPI,Completed,50245.82,TXN142792
42793,PAY042793,42793,2024-04-02,Debit Card,Pending,23700.77,TXN142793
42794,PAY042794,42794,2025-04-11,Debit Card,Refunded,2314.84,TXN142794
42795,PAY042795,42795,2023-08-15,Cash,Completed,9860.58,TXN142795
42796,PAY042796,42796,2025-02-09,Net Banking,Refunded,48644.1,TXN142796
42797,PAY042797,42797,2024-06-20,Net Banking,Pending,59713.2,TXN142797
42798,PAY042798,42798,2024-09-21,UPI,Completed,25788.06,TXN142798
42799,PAY042799,42799,2024-04-25,Cash,Refunded,64747.63,TXN142799
42800,PAY042800,42800,2024-08-02,Debit Card,Completed,5804.69,TXN142800
42801,PAY042801,42801,2023-02-22,Credit Card,Pending,23209.4,TXN142801
42802,PAY042802,42802,2025-05-10,UPI,Refunded,2360.32,TXN142802
42803,PAY042803,42803,2023-09-19,UPI,Refunded,15055.7,TXN142803
42804,PAY042804,42804,2025-01-12,Credit Card,Pending,53813.79,TXN142804
42805,PAY042805,42805,2023-01-06,Net Banking,Pending,45795.71,TXN142805
42806,PAY042806,42806,2023-06-29,Cash,Pending,75377.67,TXN142806
42807,PAY042807,42807,2025-06-07,Net Banking,Pending,81347.75,TXN142807
42808,PAY042808,42808,2024-07-24,Debit Card,Pending,78138.15,TXN142808
42809,PAY042809,42809,2023-11-22,UPI,Completed,40744.37,TXN142809
42810,PAY042810,42810,2023-12-29,Credit Card,Pending,36543.55,TXN142810
42811,PAY042811,42811,2023-03-02,UPI,Refunded,41305.85,TXN142811
42812,PAY042812,42812,2024-10-18,Net Banking,Refunded,49682.08,TXN142812
42813,PAY042813,42813,2024-06-02,Credit Card,Completed,33066.64,TXN142813
42814,PAY042814,42814,2024-12-29,Debit Card,Refunded,34109.74,TXN142814
42815,PAY042815,42815,2024-03-23,Credit Card,Pending,72747.09,TXN142815
42816,PAY042816,42816,2025-01-16,Debit Card,Completed,78608.46,TXN142816
42817,PAY042817,42817,2023-12-04,Net Banking,Refunded,78910.27,TXN142817
42818,PAY042818,42818,2023-09-08,Net Banking,Refunded,34478.56,TXN142818
42819,PAY042819,42819,2023-11-17,Debit Card,Refunded,30653.64,TXN142819
42820,PAY042820,42820,2024-10-21,Credit Card,Pending,9265.95,TXN142820
42821,PAY042821,42821,2024-12-07,Credit Card,Refunded,23226.29,TXN142821
42822,PAY042822,42822,2023-07-31,UPI,Completed,53333.45,TXN142822
42823,PAY042823,42823,2023-04-07,UPI,Refunded,45665.52,TXN142823
42824,PAY042824,42824,2023-07-21,UPI,Completed,40345.16,TXN142824
42825,PAY042825,42825,2025-04-22,Debit Card,Refunded,43607.97,TXN142825
42826,PAY042826,42826,2023-02-16,Credit Card,Refunded,40512.37,TXN142826
42827,PAY042827,42827,2024-04-30,UPI,Pending,18718.84,TXN142827
42828,PAY042828,42828,2023-08-11,UPI,Refunded,15663.24,TXN142828
42829,PAY042829,42829,2024-07-09,Debit Card,Completed,73004.52,TXN142829
42830,PAY042830,42830,2024-10-16,UPI,Pending,64919.08,TXN142830
42831,PAY042831,42831,2024-06-07,Credit Card,Refunded,29312.01,TXN142831
42832,PAY042832,42832,2024-09-18,UPI,Refunded,44754.77,TXN142832
42833,PAY042833,42833,2023-01-05,Credit Card,Completed,5061.03,TXN142833
42834,PAY042834,42834,2024-12-10,Credit Card,Completed,65811.28,TXN142834
42835,PAY042835,42835,2023-01-31,Net Banking,Pending,51348.31,TXN142835
42836,PAY042836,42836,2024-02-26,Cash,Pending,27796.5,TXN142836
42837,PAY042837,42837,2023-02-18,Cash,Refunded,7430.96,TXN142837
42838,PAY042838,42838,2025-03-02,Debit Card,Refunded,55242.67,TXN142838
42839,PAY042839,42839,2024-01-27,Debit Card,Completed,60956.19,TXN142839
42840,PAY042840,42840,2023-04-18,Credit Card,Refunded,28988.73,TXN142840
42841,PAY042841,42841,2024-02-05,Net Banking,Pending,34658.42,TXN142841
42842,PAY042842,42842,2023-01-04,UPI,Refunded,17365.26,TXN142842
42843,PAY042843,42843,2023-02-25,Net Banking,Completed,26679.95,TXN142843
42844,PAY042844,42844,2024-11-14,Debit Card,Completed,16487.95,TXN142844
42845,PAY042845,42845,2024-12-02,UPI,Completed,4354.96,TXN142845
42846,PAY042846,42846,2024-08-06,Cash,Refunded,78681.87,TXN142846
42847,PAY042847,42847,2024-06-26,Credit Card,Refunded,18348.2,TXN142847
42848,PAY042848,42848,2023-07-31,Credit Card,Pending,6899.45,TXN142848
42849,PAY042849,42849,2025-03-08,Debit Card,Completed,15302.29,TXN142849
42850,PAY042850,42850,2024-12-17,Net Banking,Completed,73249.07,TXN142850
42851,PAY042851,42851,2024-10-22,Credit Card,Completed,39797.0,TXN142851
42852,PAY042852,42852,2023-02-01,UPI,Refunded,49526.92,TXN142852
42853,PAY042853,42853,2024-05-10,Credit Card,Pending,49067.72,TXN142853
42854,PAY042854,42854,2024-05-11,Debit Card,Pending,66231.61,TXN142854
42855,PAY042855,42855,2023-12-12,Net Banking,Refunded,4492.05,TXN142855
42856,PAY042856,42856,2023-01-05,Debit Card,Pending,47089.5,TXN142856
42857,PAY042857,42857,2023-10-11,Credit Card,Completed,40524.68,TXN142857
42858,PAY042858,42858,2023-09-19,Cash,Completed,64332.51,TXN142858
42859,PAY042859,42859,2024-02-18,UPI,Refunded,1240.69,TXN142859
42860,PAY042860,42860,2023-03-01,Cash,Completed,77230.43,TXN142860
42861,PAY042861,42861,2023-03-07,UPI,Refunded,88415.64,TXN142861
42862,PAY042862,42862,2025-05-25,Debit Card,Refunded,64927.19,TXN142862
42863,PAY042863,42863,2024-09-27,UPI,Completed,80074.69,TXN142863
42864,PAY042864,42864,2023-08-03,Credit Card,Completed,80617.39,TXN142864
42865,PAY042865,42865,2023-02-04,Debit Card,Refunded,69271.99,TXN142865
42866,PAY042866,42866,2023-01-01,Credit Card,Refunded,43654.37,TXN142866
42867,PAY042867,42867,2024-04-09,Credit Card,Pending,23620.85,TXN142867
42868,PAY042868,42868,2025-04-06,Credit Card,Refunded,47799.99,TXN142868
42869,PAY042869,42869,2023-07-25,Cash,Refunded,44371.32,TXN142869
42870,PAY042870,42870,2024-06-01,Debit Card,Refunded,54762.73,TXN142870
42871,PAY042871,42871,2024-11-11,Credit Card,Completed,66206.39,TXN142871
42872,PAY042872,42872,2023-03-30,UPI,Completed,63330.97,TXN142872
42873,PAY042873,42873,2023-08-13,Cash,Completed,54507.4,TXN142873
42874,PAY042874,42874,2024-05-26,Debit Card,Refunded,66897.11,TXN142874
42875,PAY042875,42875,2024-06-26,Cash,Completed,4441.52,TXN142875
42876,PAY042876,42876,2023-09-15,UPI,Pending,58573.03,TXN142876
42877,PAY042877,42877,2023-12-08,UPI,Pending,81348.82,TXN142877
42878,PAY042878,42878,2023-08-26,UPI,Completed,25362.31,TXN142878
42879,PAY042879,42879,2024-11-18,UPI,Completed,6249.46,TXN142879
42880,PAY042880,42880,2023-05-18,Credit Card,Refunded,32565.43,TXN142880
42881,PAY042881,42881,2023-01-25,Debit Card,Completed,39491.02,TXN142881
42882,PAY042882,42882,2024-03-11,UPI,Pending,27916.97,TXN142882
42883,PAY042883,42883,2023-03-01,Credit Card,Refunded,54998.32,TXN142883
42884,PAY042884,42884,2024-05-04,Net Banking,Completed,39276.63,TXN142884
42885,PAY042885,42885,2024-12-05,Net Banking,Completed,17832.3,TXN142885
42886,PAY042886,42886,2023-10-07,Credit Card,Pending,10151.82,TXN142886
42887,PAY042887,42887,2023-03-20,Cash,Pending,50443.6,TXN142887
42888,PAY042888,42888,2023-04-13,Credit Card,Pending,63534.37,TXN142888
42889,PAY042889,42889,2023-08-30,Credit Card,Pending,77700.88,TXN142889
42890,PAY042890,42890,2023-12-01,Net Banking,Pending,57865.9,TXN142890
42891,PAY042891,42891,2023-10-20,Debit Card,Completed,76664.98,TXN142891
42892,PAY042892,42892,2025-04-21,Credit Card,Pending,47234.2,TXN142892
42893,PAY042893,42893,2024-01-14,Net Banking,Refunded,65427.87,TXN142893
42894,PAY042894,42894,2025-06-06,UPI,Completed,43318.52,TXN142894
42895,PAY042895,42895,2024-06-07,Net Banking,Refunded,79684.43,TXN142895
42896,PAY042896,42896,2025-02-04,Cash,Completed,78206.03,TXN142896
42897,PAY042897,42897,2025-06-08,Debit Card,Completed,23059.21,TXN142897
42898,PAY042898,42898,2025-02-08,Credit Card,Refunded,74009.4,TXN142898
42899,PAY042899,42899,2023-04-08,Debit Card,Pending,35967.44,TXN142899
42900,PAY042900,42900,2025-05-25,Credit Card,Pending,26766.68,TXN142900
42901,PAY042901,42901,2024-06-16,Credit Card,Refunded,21182.37,TXN142901
42902,PAY042902,42902,2023-07-17,Cash,Completed,36309.18,TXN142902
42903,PAY042903,42903,2024-03-09,UPI,Refunded,81092.47,TXN142903
42904,PAY042904,42904,2023-03-06,UPI,Completed,36318.46,TXN142904
42905,PAY042905,42905,2024-04-13,Net Banking,Completed,38714.15,TXN142905
42906,PAY042906,42906,2025-02-14,Credit Card,Refunded,55410.68,TXN142906
42907,PAY042907,42907,2023-07-02,Cash,Completed,31225.74,TXN142907
42908,PAY042908,42908,2025-05-03,Net Banking,Refunded,44947.05,TXN142908
42909,PAY042909,42909,2024-05-30,Debit Card,Completed,56433.68,TXN142909
42910,PAY042910,42910,2023-06-10,UPI,Completed,48845.6,TXN142910
42911,PAY042911,42911,2024-05-02,Net Banking,Completed,15968.46,TXN142911
42912,PAY042912,42912,2025-04-13,Debit Card,Completed,59436.67,TXN142912
42913,PAY042913,42913,2025-03-30,Net Banking,Pending,15912.7,TXN142913
42914,PAY042914,42914,2023-06-19,Debit Card,Completed,19364.7,TXN142914
42915,PAY042915,42915,2024-08-31,Cash,Pending,84308.44,TXN142915
42916,PAY042916,42916,2024-03-24,Credit Card,Completed,52097.01,TXN142916
42917,PAY042917,42917,2024-03-15,Cash,Completed,6115.87,TXN142917
42918,PAY042918,42918,2024-12-13,Credit Card,Refunded,10131.82,TXN142918
42919,PAY042919,42919,2024-04-09,Net Banking,Refunded,38445.6,TXN142919
42920,PAY042920,42920,2024-03-09,Debit Card,Completed,34172.15,TXN142920
42921,PAY042921,42921,2024-06-26,Cash,Completed,32400.51,TXN142921
42922,PAY042922,42922,2025-04-26,UPI,Completed,53064.09,TXN142922
42923,PAY042923,42923,2023-05-27,Cash,Refunded,25673.51,TXN142923
42924,PAY042924,42924,2023-11-25,Credit Card,Completed,82480.09,TXN142924
42925,PAY042925,42925,2023-03-11,Debit Card,Pending,72747.66,TXN142925
42926,PAY042926,42926,2023-03-03,Credit Card,Pending,78573.14,TXN142926
42927,PAY042927,42927,2024-01-31,Cash,Completed,40112.33,TXN142927
42928,PAY042928,42928,2023-05-28,Net Banking,Completed,75075.88,TXN142928
42929,PAY042929,42929,2025-01-01,Debit Card,Refunded,55404.58,TXN142929
42930,PAY042930,42930,2023-11-24,Debit Card,Pending,75333.67,TXN142930
42931,PAY042931,42931,2023-10-05,Cash,Pending,15340.26,TXN142931
42932,PAY042932,42932,2024-06-17,Credit Card,Refunded,22015.99,TXN142932
42933,PAY042933,42933,2024-10-08,Cash,Pending,45988.91,TXN142933
42934,PAY042934,42934,2024-08-22,Cash,Refunded,14891.16,TXN142934
42935,PAY042935,42935,2024-11-05,Net Banking,Completed,70791.44,TXN142935
42936,PAY042936,42936,2024-03-17,Debit Card,Refunded,45979.33,TXN142936
42937,PAY042937,42937,2023-09-21,Cash,Pending,77469.67,TXN142937
42938,PAY042938,42938,2024-02-15,UPI,Pending,2755.26,TXN142938
42939,PAY042939,42939,2025-03-30,UPI,Pending,83291.93,TXN142939
42940,PAY042940,42940,2024-03-15,UPI,Completed,20950.37,TXN142940
42941,PAY042941,42941,2025-06-20,Debit Card,Completed,42579.05,TXN142941
42942,PAY042942,42942,2024-12-09,Cash,Pending,62989.97,TXN142942
42943,PAY042943,42943,2023-09-05,Debit Card,Completed,38117.01,TXN142943
42944,PAY042944,42944,2023-11-07,UPI,Completed,54072.77,TXN142944
42945,PAY042945,42945,2023-06-25,Debit Card,Completed,42535.15,TXN142945
42946,PAY042946,42946,2025-04-11,Credit Card,Refunded,43478.96,TXN142946
42947,PAY042947,42947,2025-03-09,Cash,Pending,41178.02,TXN142947
42948,PAY042948,42948,2024-08-20,Debit Card,Completed,79181.32,TXN142948
42949,PAY042949,42949,2023-08-22,Net Banking,Pending,37747.0,TXN142949
42950,PAY042950,42950,2023-12-06,Credit Card,Completed,11884.23,TXN142950
42951,PAY042951,42951,2023-10-02,Debit Card,Completed,38699.52,TXN142951
42952,PAY042952,42952,2024-07-28,Cash,Pending,10048.63,TXN142952
42953,PAY042953,42953,2024-12-28,Debit Card,Completed,15791.15,TXN142953
42954,PAY042954,42954,2024-07-01,Debit Card,Pending,10046.69,TXN142954
42955,PAY042955,42955,2023-12-24,Cash,Pending,71406.26,TXN142955
42956,PAY042956,42956,2023-04-02,Debit Card,Refunded,22911.21,TXN142956
42957,PAY042957,42957,2024-11-21,Cash,Pending,52805.85,TXN142957
42958,PAY042958,42958,2023-02-12,Cash,Completed,24948.36,TXN142958
42959,PAY042959,42959,2024-09-12,Net Banking,Completed,16416.6,TXN142959
42960,PAY042960,42960,2023-07-20,Net Banking,Refunded,12406.83,TXN142960
42961,PAY042961,42961,2023-01-31,Net Banking,Refunded,19194.14,TXN142961
42962,PAY042962,42962,2024-08-14,Credit Card,Refunded,80978.0,TXN142962
42963,PAY042963,42963,2025-01-30,Cash,Pending,61069.89,TXN142963
42964,PAY042964,42964,2023-12-22,Credit Card,Completed,73424.46,TXN142964
42965,PAY042965,42965,2024-01-19,UPI,Pending,41705.84,TXN142965
42966,PAY042966,42966,2023-11-30,UPI,Completed,77585.71,TXN142966
42967,PAY042967,42967,2023-10-03,Credit Card,Pending,58618.52,TXN142967
42968,PAY042968,42968,2024-01-25,Net Banking,Completed,40004.21,TXN142968
42969,PAY042969,42969,2023-02-18,Credit Card,Pending,22381.69,TXN142969
42970,PAY042970,42970,2023-05-04,UPI,Pending,41355.76,TXN142970
42971,PAY042971,42971,2025-06-08,UPI,Pending,28741.71,TXN142971
42972,PAY042972,42972,2025-04-12,UPI,Pending,6620.39,TXN142972
42973,PAY042973,42973,2024-02-25,Debit Card,Completed,80404.14,TXN142973
42974,PAY042974,42974,2024-05-21,Net Banking,Refunded,80629.01,TXN142974
42975,PAY042975,42975,2025-04-10,Credit Card,Pending,81633.58,TXN142975
42976,PAY042976,42976,2023-11-11,Cash,Refunded,21264.83,TXN142976
42977,PAY042977,42977,2025-05-27,Net Banking,Pending,60322.78,TXN142977
42978,PAY042978,42978,2024-05-19,Credit Card,Pending,75231.47,TXN142978
42979,PAY042979,42979,2023-07-12,Cash,Completed,27127.33,TXN142979
42980,PAY042980,42980,2024-08-06,Net Banking,Refunded,59446.38,TXN142980
42981,PAY042981,42981,2023-04-18,UPI,Completed,57689.82,TXN142981
42982,PAY042982,42982,2023-09-25,Credit Card,Completed,73972.95,TXN142982
42983,PAY042983,42983,2023-06-07,Net Banking,Completed,25004.42,TXN142983
42984,PAY042984,42984,2024-09-15,Cash,Completed,58426.71,TXN142984
42985,PAY042985,42985,2024-11-27,UPI,Refunded,4037.42,TXN142985
42986,PAY042986,42986,2023-01-20,Debit Card,Pending,79724.66,TXN142986
42987,PAY042987,42987,2023-04-05,UPI,Pending,38897.46,TXN142987
42988,PAY042988,42988,2023-04-20,Debit Card,Pending,87701.09,TXN142988
42989,PAY042989,42989,2025-04-24,Debit Card,Refunded,14514.67,TXN142989
42990,PAY042990,42990,2024-07-07,Debit Card,Pending,66334.88,TXN142990
42991,PAY042991,42991,2024-02-03,Credit Card,Pending,8558.53,TXN142991
42992,PAY042992,42992,2025-01-22,UPI,Refunded,48302.1,TXN142992
42993,PAY042993,42993,2024-07-12,Cash,Pending,41979.3,TXN142993
42994,PAY042994,42994,2023-06-07,Debit Card,Refunded,39970.95,TXN142994
42995,PAY042995,42995,2024-06-21,Net Banking,Refunded,31478.25,TXN142995
42996,PAY042996,42996,2023-04-04,Cash,Completed,38498.26,TXN142996
42997,PAY042997,42997,2024-09-23,Credit Card,Refunded,50539.75,TXN142997
42998,PAY042998,42998,2024-07-20,Net Banking,Refunded,45160.26,TXN142998
42999,PAY042999,42999,2024-12-18,Debit Card,Refunded,26887.21,TXN142999
43000,PAY043000,43000,2023-05-28,Net Banking,Completed,86762.21,TXN143000
43001,PAY043001,43001,2024-04-09,Net Banking,Completed,23836.48,TXN143001
43002,PAY043002,43002,2025-06-27,Cash,Pending,25260.8,TXN143002
43003,PAY043003,43003,2024-04-16,Cash,Refunded,62949.39,TXN143003
43004,PAY043004,43004,2023-12-07,UPI,Completed,69668.99,TXN143004
43005,PAY043005,43005,2024-02-02,Cash,Pending,55418.43,TXN143005
43006,PAY043006,43006,2025-06-16,Net Banking,Completed,21230.57,TXN143006
43007,PAY043007,43007,2023-03-17,Credit Card,Pending,53300.61,TXN143007
43008,PAY043008,43008,2025-03-31,Cash,Pending,31847.92,TXN143008
43009,PAY043009,43009,2024-07-16,UPI,Refunded,43037.09,TXN143009
43010,PAY043010,43010,2023-12-17,Credit Card,Refunded,39952.03,TXN143010
43011,PAY043011,43011,2023-04-21,Net Banking,Completed,68905.9,TXN143011
43012,PAY043012,43012,2025-05-09,Net Banking,Refunded,41263.5,TXN143012
43013,PAY043013,43013,2023-03-29,UPI,Refunded,59602.09,TXN143013
43014,PAY043014,43014,2024-02-13,Credit Card,Completed,43087.83,TXN143014
43015,PAY043015,43015,2023-07-23,Cash,Pending,73862.89,TXN143015
43016,PAY043016,43016,2025-04-16,Debit Card,Pending,25831.21,TXN143016
43017,PAY043017,43017,2024-02-07,Debit Card,Refunded,58046.52,TXN143017
43018,PAY043018,43018,2023-08-08,Credit Card,Pending,78620.44,TXN143018
43019,PAY043019,43019,2024-02-11,UPI,Refunded,52265.3,TXN143019
43020,PAY043020,43020,2025-01-12,Net Banking,Refunded,23718.17,TXN143020
43021,PAY043021,43021,2024-10-27,UPI,Completed,60333.97,TXN143021
43022,PAY043022,43022,2024-04-02,Credit Card,Pending,35521.45,TXN143022
43023,PAY043023,43023,2025-06-30,Debit Card,Completed,32156.49,TXN143023
43024,PAY043024,43024,2024-11-30,Net Banking,Refunded,77754.46,TXN143024
43025,PAY043025,43025,2024-08-19,Credit Card,Completed,14765.76,TXN143025
43026,PAY043026,43026,2024-07-12,Credit Card,Completed,79966.17,TXN143026
43027,PAY043027,43027,2023-06-04,Cash,Pending,57054.51,TXN143027
43028,PAY043028,43028,2023-06-30,Debit Card,Completed,29123.72,TXN143028
43029,PAY043029,43029,2025-05-12,Credit Card,Completed,47585.88,TXN143029
43030,PAY043030,43030,2024-09-21,Net Banking,Refunded,75329.14,TXN143030
43031,PAY043031,43031,2025-05-30,Cash,Completed,63474.15,TXN143031
43032,PAY043032,43032,2023-03-31,Debit Card,Completed,1463.94,TXN143032
43033,PAY043033,43033,2024-07-15,Credit Card,Completed,30190.67,TXN143033
43034,PAY043034,43034,2024-07-20,Debit Card,Pending,37944.71,TXN143034
43035,PAY043035,43035,2023-11-02,UPI,Pending,11210.37,TXN143035
43036,PAY043036,43036,2023-12-21,Cash,Completed,41271.18,TXN143036
43037,PAY043037,43037,2025-05-13,Debit Card,Completed,13580.79,TXN143037
43038,PAY043038,43038,2025-06-09,Debit Card,Completed,19527.22,TXN143038
43039,PAY043039,43039,2024-09-22,Net Banking,Pending,73075.88,TXN143039
43040,PAY043040,43040,2024-12-25,Net Banking,Pending,36394.11,TXN143040
43041,PAY043041,43041,2025-02-15,Credit Card,Completed,45552.05,TXN143041
43042,PAY043042,43042,2024-10-04,UPI,Pending,48564.34,TXN143042
43043,PAY043043,43043,2025-02-24,UPI,Completed,22437.98,TXN143043
43044,PAY043044,43044,2024-05-02,Debit Card,Pending,8209.64,TXN143044
43045,PAY043045,43045,2023-06-15,Cash,Pending,57634.53,TXN143045
43046,PAY043046,43046,2023-05-18,UPI,Completed,82428.55,TXN143046
43047,PAY043047,43047,2025-04-20,Debit Card,Pending,48998.41,TXN143047
43048,PAY043048,43048,2024-11-16,Net Banking,Pending,84957.22,TXN143048
43049,PAY043049,43049,2024-09-10,Cash,Pending,72968.19,TXN143049
43050,PAY043050,43050,2024-04-05,UPI,Pending,66803.43,TXN143050
43051,PAY043051,43051,2023-09-18,Cash,Refunded,32131.35,TXN143051
43052,PAY043052,43052,2024-09-04,Cash,Completed,16863.7,TXN143052
43053,PAY043053,43053,2024-01-27,UPI,Pending,70674.28,TXN143053
43054,PAY043054,43054,2024-06-17,Cash,Pending,23427.51,TXN143054
43055,PAY043055,43055,2024-02-26,Debit Card,Completed,26368.82,TXN143055
43056,PAY043056,43056,2023-12-15,Credit Card,Completed,73279.98,TXN143056
43057,PAY043057,43057,2024-01-23,Credit Card,Refunded,9384.21,TXN143057
43058,PAY043058,43058,2024-10-03,Debit Card,Refunded,58622.18,TXN143058
43059,PAY043059,43059,2025-05-19,Net Banking,Pending,86737.0,TXN143059
43060,PAY043060,43060,2023-04-18,UPI,Refunded,52036.21,TXN143060
43061,PAY043061,43061,2023-07-28,Cash,Refunded,56761.83,TXN143061
43062,PAY043062,43062,2023-11-05,UPI,Pending,71210.4,TXN143062
43063,PAY043063,43063,2023-04-22,Net Banking,Pending,10631.26,TXN143063
43064,PAY043064,43064,2023-04-13,UPI,Completed,1341.07,TXN143064
43065,PAY043065,43065,2023-04-14,Net Banking,Completed,13630.26,TXN143065
43066,PAY043066,43066,2024-09-07,Credit Card,Pending,69603.8,TXN143066
43067,PAY043067,43067,2023-11-11,Credit Card,Pending,42695.46,TXN143067
43068,PAY043068,43068,2024-01-23,Net Banking,Completed,70326.45,TXN143068
43069,PAY043069,43069,2025-01-19,Credit Card,Completed,6761.73,TXN143069
43070,PAY043070,43070,2023-08-02,Debit Card,Refunded,31148.04,TXN143070
43071,PAY043071,43071,2024-02-20,Cash,Pending,37626.67,TXN143071
43072,PAY043072,43072,2024-09-15,Credit Card,Pending,523.93,TXN143072
43073,PAY043073,43073,2025-06-03,Net Banking,Refunded,35794.96,TXN143073
43074,PAY043074,43074,2023-07-09,Debit Card,Pending,46877.79,TXN143074
43075,PAY043075,43075,2023-06-25,Credit Card,Completed,83273.87,TXN143075
43076,PAY043076,43076,2023-12-28,Cash,Pending,44625.63,TXN143076
43077,PAY043077,43077,2025-04-19,Net Banking,Completed,45655.3,TXN143077
43078,PAY043078,43078,2024-07-28,Debit Card,Refunded,33951.57,TXN143078
43079,PAY043079,43079,2023-04-12,Cash,Pending,75129.8,TXN143079
43080,PAY043080,43080,2024-07-07,UPI,Completed,60513.79,TXN143080
43081,PAY043081,43081,2023-06-07,Cash,Pending,59348.1,TXN143081
43082,PAY043082,43082,2024-04-14,Net Banking,Pending,50250.23,TXN143082
43083,PAY043083,43083,2023-04-09,Debit Card,Pending,8059.78,TXN143083
43084,PAY043084,43084,2024-07-24,Cash,Completed,8762.17,TXN143084
43085,PAY043085,43085,2024-09-19,UPI,Completed,71624.22,TXN143085
43086,PAY043086,43086,2025-01-02,Net Banking,Refunded,20448.63,TXN143086
43087,PAY043087,43087,2024-05-12,Credit Card,Pending,74962.27,TXN143087
43088,PAY043088,43088,2025-05-22,Debit Card,Completed,54474.52,TXN143088
43089,PAY043089,43089,2025-04-23,UPI,Refunded,65657.19,TXN143089
43090,PAY043090,43090,2023-02-17,UPI,Refunded,23310.63,TXN143090
43091,PAY043091,43091,2025-03-26,Net Banking,Completed,9590.92,TXN143091
43092,PAY043092,43092,2024-06-12,UPI,Pending,39451.79,TXN143092
43093,PAY043093,43093,2024-06-09,Cash,Completed,77079.2,TXN143093
43094,PAY043094,43094,2025-06-14,Credit Card,Refunded,22711.78,TXN143094
43095,PAY043095,43095,2023-07-02,Credit Card,Pending,17561.13,TXN143095
43096,PAY043096,43096,2023-08-14,Credit Card,Pending,71683.86,TXN143096
43097,PAY043097,43097,2024-12-20,UPI,Completed,83391.5,TXN143097
43098,PAY043098,43098,2024-07-11,Cash,Completed,11361.38,TXN143098
43099,PAY043099,43099,2023-07-19,Debit Card,Pending,56568.78,TXN143099
43100,PAY043100,43100,2024-06-28,Cash,Refunded,77269.85,TXN143100
43101,PAY043101,43101,2024-09-12,UPI,Refunded,84316.81,TXN143101
43102,PAY043102,43102,2023-01-21,Net Banking,Pending,4301.28,TXN143102
43103,PAY043103,43103,2024-08-27,UPI,Refunded,50086.54,TXN143103
43104,PAY043104,43104,2024-06-05,Debit Card,Completed,21152.93,TXN143104
43105,PAY043105,43105,2024-03-15,Net Banking,Completed,83580.62,TXN143105
43106,PAY043106,43106,2023-05-09,Credit Card,Refunded,80649.58,TXN143106
43107,PAY043107,43107,2025-05-31,Debit Card,Pending,29908.09,TXN143107
43108,PAY043108,43108,2023-06-25,UPI,Refunded,73477.08,TXN143108
43109,PAY043109,43109,2023-11-14,UPI,Completed,32564.77,TXN143109
43110,PAY043110,43110,2023-07-31,Cash,Refunded,81689.7,TXN143110
43111,PAY043111,43111,2023-07-03,Cash,Completed,7800.78,TXN143111
43112,PAY043112,43112,2024-04-24,Debit Card,Pending,25407.03,TXN143112
43113,PAY043113,43113,2024-05-19,UPI,Completed,59842.76,TXN143113
43114,PAY043114,43114,2025-03-26,Net Banking,Completed,5493.28,TXN143114
43115,PAY043115,43115,2025-01-05,Debit Card,Pending,90300.63,TXN143115
43116,PAY043116,43116,2023-04-13,Credit Card,Pending,43930.69,TXN143116
43117,PAY043117,43117,2025-05-18,Net Banking,Completed,57723.06,TXN143117
43118,PAY043118,43118,2024-06-19,Cash,Pending,41466.86,TXN143118
43119,PAY043119,43119,2023-03-20,Cash,Pending,57773.94,TXN143119
43120,PAY043120,43120,2024-01-17,Credit Card,Refunded,45424.91,TXN143120
43121,PAY043121,43121,2025-03-19,Cash,Refunded,30178.35,TXN143121
43122,PAY043122,43122,2024-12-30,Credit Card,Refunded,93098.26,TXN143122
43123,PAY043123,43123,2023-02-01,Debit Card,Completed,32000.73,TXN143123
43124,PAY043124,43124,2025-05-11,Net Banking,Pending,56524.96,TXN143124
